spread,REB_away,AST_away,FG_PCT_away,MONTH,VISITOR_injuries_severity,data_source,AST_home,VISITOR_injuries_active,HOME_injury_impact,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,FT_PCT_home,GAME_ID,VISITOR_injury_impact,moneyline_home,PTS_away,HOME_star_injuries,total,is_real_vegas_line,HOME_injuries_severity,FG3_PCT_home,HOME_days_since_injury,moneyline_away,FG3_PCT_away,HOME_injuries_recent_7d,SEASON,VISITOR_star_injuries,HOME_injuries_active,VISITOR_injuries_major,HOME_TEAM_ID,VISITOR_injuries_recent_7d,PTS_home,HOME_injuries_major,REB_home,FT_PCT_away,FG_PCT_home,VISITOR_days_since_injury,TARGET,home_ml,HOME_AWAY_STREAK_x_x,HOME_AWAY_STREAK_y_x,HOME_AWAY_STREAK_x_y,HOME_AWAY_STREAK_y_y
0.0,40,16,0.418,10,0.0,synthetic,26,0.0,0.0,1610612755,2003-10-31 00:00:00+00:00,1,0.783,-6,0.0,0.0,89,0.0,0.0,False,0.0,0.545,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,1610612758,0.0,100,0.0,33,0.767,0.514,0.0,,,2,1,2,1
0.0,25,22,0.468,11,0.0,synthetic,18,0.0,0.0,1610612755,2003-11-01 00:00:00+00:00,1,0.895,7,0.0,0.0,90,0.0,0.0,False,0.0,0.385,0.0,0.0,0.526,0.0,2003,0.0,0.0,0.0,1610612744,0.0,104,0.0,37,0.545,0.594,0.0,,,1,-1,1,-1
0.0,40,20,0.407,11,0.0,synthetic,23,0.0,0.0,1610612738,2003-11-01 00:00:00+00:00,1,0.586,-2,0.0,0.0,90,0.0,0.0,False,0.0,0.5,0.0,0.0,0.308,0.0,2003,0.0,0.0,0.0,1610612740,0.0,97,0.0,32,0.842,0.479,0.0,,,-1,-1,-1,-1
0.0,45,10,0.275,11,0.0,synthetic,20,0.0,0.0,1610612761,2003-11-01 00:00:00+00:00,1,0.818,-1,0.0,0.0,56,0.0,0.0,False,0.0,0.4,0.0,0.0,0.375,0.0,2003,0.0,0.0,0.0,1610612750,0.0,73,0.0,35,0.882,0.456,0.0,,,-1,3,-1,3
0.0,38,25,0.44,11,0.0,synthetic,28,0.0,0.0,1610612762,2003-11-01 00:00:00+00:00,1,0.839,1,0.0,0.0,102,0.0,0.0,False,0.0,0.391,0.0,0.0,0.25,0.0,2003,0.0,0.0,0.0,1610612742,0.0,127,0.0,49,0.8,0.517,0.0,,,-2,2,-2,2
0.0,41,24,0.363,11,0.0,synthetic,25,0.0,0.0,1610612758,2003-11-01 00:00:00+00:00,1,0.821,4,0.0,0.0,88,0.0,0.0,False,0.0,0.4,0.0,0.0,0.267,0.0,2003,0.0,0.0,0.0,1610612743,0.0,109,0.0,49,0.692,0.488,0.0,,,-1,3,-1,3
0.0,50,17,0.417,11,0.0,synthetic,16,0.0,0.0,1610612765,2003-11-01 00:00:00+00:00,0,0.762,-4,0.0,0.0,96,0.0,0.0,False,0.0,0.417,0.0,0.0,0.429,0.0,2003,0.0,0.0,0.0,1610612753,0.0,85,0.0,33,0.821,0.39,0.0,,,1,-1,1,-1
0.0,37,23,0.479,11,0.0,synthetic,27,0.0,0.0,1610612739,2003-11-01 00:00:00+00:00,1,0.759,6,0.0,0.0,85,0.0,0.0,False,0.0,0.4,0.0,0.0,0.182,0.0,2003,0.0,0.0,0.0,1610612757,0.0,104,0.0,38,0.765,0.494,0.0,,,-1,-4,-1,-4
0.0,52,24,0.457,11,0.0,synthetic,22,0.0,0.0,1610612747,2003-11-01 00:00:00+00:00,0,1.0,5,0.0,0.0,103,0.0,0.0,False,0.0,0.471,0.0,0.0,0.154,0.0,2003,0.0,0.0,0.0,1610612756,0.0,99,0.0,38,0.692,0.413,0.0,,,1,1,1,1
0.0,37,20,0.408,11,0.0,synthetic,20,0.0,0.0,1610612752,2003-11-01 00:00:00+00:00,1,0.743,3,0.0,0.0,74,0.0,0.0,False,0.0,0.333,0.0,0.0,0.077,0.0,2003,0.0,0.0,0.0,1610612759,0.0,86,0.0,39,0.938,0.429,0.0,,,-1,1,-1,1
0.0,40,24,0.417,11,0.0,synthetic,14,0.0,0.0,1610612763,2003-11-01 00:00:00+00:00,0,0.75,2,0.0,0.0,79,0.0,0.0,False,0.0,0.133,0.0,0.0,0.231,0.0,2003,0.0,0.0,0.0,1610612745,0.0,71,0.0,42,0.545,0.364,0.0,,,1,2,1,2
0.0,39,26,0.425,11,0.0,synthetic,18,0.0,0.0,1610612751,2003-11-01 00:00:00+00:00,0,0.7,-5,0.0,0.0,98,0.0,0.0,False,0.0,0.214,0.0,0.0,0.429,0.0,2003,0.0,0.0,0.0,1610612764,0.0,85,0.0,48,0.9,0.42,0.0,,,-3,1,-3,1
0.0,52,19,0.448,11,0.0,synthetic,23,0.0,0.0,1610612754,2003-11-01 00:00:00+00:00,0,0.677,-3,0.0,0.0,103,0.0,0.0,False,0.0,0.375,0.0,0.0,0.286,0.0,2003,0.0,0.0,0.0,1610612737,0.0,99,0.0,36,0.568,0.468,0.0,,,-2,1,-2,1
0.0,45,14,0.28,11,0.0,synthetic,27,0.0,0.0,1610612741,2003-11-01 00:00:00+00:00,1,0.519,0,0.0,0.0,68,0.0,0.0,False,0.0,0.4,0.0,0.0,0.25,0.0,2003,0.0,0.0,0.0,1610612749,0.0,98,0.0,54,0.75,0.448,0.0,,,-3,2,-3,2
0.0,46,22,0.372,11,0.0,synthetic,28,0.0,0.0,1610612744,2003-11-02 00:00:00+00:00,1,0.682,8,0.0,0.0,72,0.0,0.0,False,0.0,0.364,0.0,0.0,0.2,0.0,2003,0.0,0.0,0.0,1610612747,0.0,87,0.0,46,0.579,0.425,0.0,,,-1,2,-1,2
0.0,43,19,0.47,11,0.0,synthetic,25,0.0,0.0,1610612748,2003-11-03 00:00:00+00:00,1,0.941,13,0.0,0.0,93,0.0,0.0,False,0.0,0.474,0.0,0.0,0.5,0.0,2003,0.0,0.0,0.0,1610612742,0.0,103,0.0,36,0.667,0.506,0.0,,,1,1,1,1
0.0,41,22,0.521,11,0.0,synthetic,15,0.0,0.0,1610612745,2003-11-03 00:00:00+00:00,0,0.72,12,0.0,0.0,98,0.0,0.0,False,0.0,0.429,0.0,0.0,0.6,0.0,2003,0.0,0.0,0.0,1610612741,0.0,66,0.0,42,0.789,0.266,0.0,,,-1,2,-1,2
0.0,42,21,0.407,11,0.0,synthetic,20,0.0,0.0,1610612740,2003-11-03 00:00:00+00:00,1,0.652,10,0.0,0.0,80,0.0,0.0,False,0.0,0.333,0.0,0.0,0.222,0.0,2003,0.0,0.0,0.0,1610612737,0.0,90,0.0,50,0.588,0.427,0.0,,,1,1,1,1
0.0,33,21,0.444,11,0.0,synthetic,17,0.0,0.0,1610612750,2003-11-03 00:00:00+00:00,1,0.724,14,0.0,0.0,88,0.0,0.0,False,0.0,0.333,0.0,0.0,0.429,0.0,2003,0.0,0.0,0.0,1610612762,0.0,93,0.0,53,0.833,0.432,0.0,,,-1,1,-1,1
0.0,29,19,0.485,11,0.0,synthetic,22,0.0,0.0,1610612755,2003-11-03 00:00:00+00:00,0,0.643,15,0.0,0.0,94,0.0,0.0,False,0.0,0.273,0.0,0.0,0.25,0.0,2003,0.0,0.0,0.0,1610612757,0.0,83,0.0,41,0.771,0.392,0.0,,,1,-2,1,-2
0.0,49,23,0.403,11,0.0,synthetic,13,0.0,0.0,1610612752,2003-11-03 00:00:00+00:00,0,0.815,9,0.0,0.0,75,0.0,0.0,False,0.0,0.25,0.0,0.0,0.083,0.0,2003,0.0,0.0,0.0,1610612753,0.0,68,0.0,47,0.941,0.25,0.0,,,2,-1,2,-1
0.0,48,21,0.382,11,0.0,synthetic,23,0.0,0.0,1610612759,2003-11-03 00:00:00+00:00,1,0.714,11,0.0,0.0,80,0.0,0.0,False,0.0,0.316,0.0,0.0,0.4,0.0,2003,0.0,0.0,0.0,1610612763,0.0,88,0.0,44,0.72,0.373,0.0,,,-1,1,-1,1
0.0,44,8,0.353,11,0.0,synthetic,12,0.0,0.0,1610612748,2003-11-04 00:00:00+00:00,1,0.634,19,0.0,0.0,73,0.0,0.0,False,0.0,0.267,0.0,0.0,0.333,0.0,2003,0.0,0.0,0.0,1610612759,0.0,80,0.0,48,0.875,0.342,0.0,,,-1,-1,-1,-1
0.0,48,25,0.46,11,0.0,synthetic,22,0.0,0.0,1610612747,2003-11-04 00:00:00+00:00,0,0.867,18,0.0,0.0,113,0.0,0.0,False,0.0,0.474,0.0,0.0,0.421,0.0,2003,0.0,0.0,0.0,1610612749,0.0,107,0.0,52,0.61,0.4,0.0,,,1,1,1,1
0.0,49,12,0.291,11,0.0,synthetic,21,0.0,0.0,1610612743,2003-11-04 00:00:00+00:00,1,0.739,16,0.0,0.0,60,0.0,0.0,False,0.0,0.0,0.0,0.0,0.222,0.0,2003,0.0,0.0,0.0,1610612754,0.0,71,0.0,49,0.667,0.355,0.0,,,-1,1,-1,1
0.0,44,17,0.53,11,0.0,synthetic,21,0.0,0.0,1610612745,2003-11-04 00:00:00+00:00,0,0.773,17,0.0,0.0,86,0.0,0.0,False,0.0,0.333,0.0,0.0,0.5,0.0,2003,0.0,0.0,0.0,1610612751,0.0,75,0.0,35,0.647,0.338,0.0,,,-1,-1,-1,-1
0.0,40,23,0.473,11,0.0,synthetic,19,0.0,0.0,1610612738,2003-11-05 00:00:00+00:00,1,0.688,24,0.0,0.0,88,0.0,0.0,False,0.0,0.444,0.0,0.0,0.154,0.0,2003,0.0,0.0,0.0,1610612765,0.0,96,0.0,45,0.941,0.413,0.0,,,-2,-2,-2,-2
0.0,35,13,0.375,11,0.0,synthetic,16,0.0,0.0,1610612756,2003-11-05 00:00:00+00:00,1,0.8,27,0.0,0.0,80,0.0,0.0,False,0.0,0.1,0.0,0.0,0.313,0.0,2003,0.0,0.0,0.0,1610612762,0.0,91,0.0,48,0.714,0.461,0.0,,,1,2,1,2
0.0,33,21,0.542,11,0.0,synthetic,21,0.0,0.0,1610612741,2003-11-05 00:00:00+00:00,0,0.7,22,0.0,0.0,106,0.0,0.0,False,0.0,0.4,0.0,0.0,0.455,0.0,2003,0.0,0.0,0.0,1610612753,0.0,100,0.0,36,0.92,0.46,0.0,,,3,1,3,1
